uo_id,pidm,id_bl,cohort,id_eoy_2223
951691293,4509142,3108,1819,NA
951691299,4509148,3109,1819,NA
951691304,4509153,3110,1819,NA
951691313,4509162,3111,1819,NA
951691316,4509165,3112,1819,NA
951691317,4509166,3113,1819,NA
951691350,4509199,3114,1819,NA
951691383,4509232,3115,1819,NA
951691409,4509258,3116,1819,NA
951691430,4509279,3117,1819,NA
951691433,4509282,3118,1819,NA
951691442,4509291,3119,1819,NA
951691487,4509336,3120,1819,NA
951691511,4509360,3121,1819,NA
951691536,4509385,3122,1819,NA
951691540,4509389,3123,1819,NA
951691586,4509435,3124,1819,NA
951691624,4509475,3125,1819,NA
951691663,4509514,3126,1819,NA
951691668,4509519,3127,1819,NA
951691670,4509521,3128,1819,NA
951691677,4509528,3129,1819,NA
951691683,4509534,3130,1819,NA
951691690,4509541,3131,1819,NA
951691696,4509547,3132,1819,NA
951691699,4509550,3133,1819,922
951691720,4509571,3134,1819,NA
951691746,4509597,3135,1819,NA
951691761,4509612,3136,1819,NA
951691766,4509617,3137,1819,NA
951691791,4509642,3138,1819,NA
951691806,4509657,3139,1819,NA
951691818,4509669,3140,1819,NA
951691876,4509727,3141,1819,NA
951691909,4509760,3142,1819,NA
951691939,4509790,3143,1819,NA
951691998,4509849,3144,1819,NA
951692077,4509933,3145,1819,NA
951692081,4509938,3146,1819,NA
951692112,4509968,3147,1819,NA
951692126,4509982,3148,1819,NA
951692132,4509988,3149,1819,NA
951692140,4509996,3150,1819,NA
951692192,4510048,3151,1819,NA
951692228,4510084,3152,1819,NA
951692247,4510103,3153,1819,NA
951692255,4510111,3154,1819,NA
951692259,4510115,3155,1819,540
951692284,4510140,3156,1819,NA
951692302,4510158,3157,1819,NA
951692357,4510213,3158,1819,NA
951692376,4510232,3159,1819,NA
951692426,4510282,3160,1819,NA
951692453,4510309,3161,1819,NA
951692454,4510310,3162,1819,NA
951692512,4510368,3163,1819,NA
951692529,4510385,3164,1819,NA
951692546,4510403,3165,1819,NA
951692563,4510420,3166,1819,NA
951692607,4510464,3167,1819,NA
951692676,4510533,3168,1819,NA
951692687,4510544,3169,1819,NA
951692733,4510590,3170,1819,NA
951692739,4510596,3171,1819,NA
951692741,4510598,3172,1819,NA
951692750,4510607,3173,1819,819
951692822,4510679,3174,1819,NA
951692848,4510705,3175,1819,NA
951692862,4510740,3176,1819,NA
951692901,4510764,3177,1819,NA
951692929,4510784,3178,1819,NA
951692934,4510788,3179,1819,NA
951692964,4510826,3180,1819,NA
951692969,4510831,3181,1819,NA
951692980,4510842,3182,1819,NA
951692983,4510845,3183,1819,NA
951692989,4510851,3184,1819,NA
951692990,4510852,3185,1819,NA
951692991,4510853,3186,1819,NA
951692996,4510858,3187,1819,NA
951693005,4510867,3188,1819,NA
951693013,4510875,3189,1819,NA
951693023,4510885,3190,1819,NA
951693025,4510887,3191,1819,NA
951693031,4510893,3192,1819,NA
951693058,4512890,3193,1819,NA
951693080,4512912,3194,1819,NA
951693087,4512919,3195,1819,NA
951693138,4512970,3196,1819,NA
951693145,4512977,3197,1819,NA
951693158,4512990,3198,1819,NA
951693165,4512997,3199,1819,NA
951693170,4513002,3200,1819,NA
951693203,4513035,3201,1819,NA
951693208,4513040,3202,1819,NA
951693215,4513047,3203,1819,NA
951693221,4513053,3204,1819,NA
951693222,4513054,3205,1819,NA
951693249,4513081,3206,1819,NA
951693250,4513082,3207,1819,NA
951693270,4513102,3208,1819,NA
951693275,4513107,3209,1819,NA
951693281,4513113,3210,1819,NA
951693291,4513123,3211,1819,NA
951693321,4513153,3212,1819,NA
951693341,4513173,3213,1819,NA
951693384,4513216,3214,1819,NA
951693426,4513258,3215,1819,NA
951693442,4513274,3216,1819,NA
951693450,4513282,3217,1819,NA
951693521,4513353,3218,1819,NA
951693523,4513355,3219,1819,NA
951693530,4513362,3220,1819,NA
951693536,4513368,3221,1819,NA
951693541,4513373,3222,1819,NA
951693578,4513410,3223,1819,NA
951693580,4513412,3224,1819,NA
951693588,4513420,3225,1819,NA
951693601,4513433,3226,1819,NA
951693603,4513435,3227,1819,NA
951693608,4513440,3228,1819,NA
951693612,4513444,3229,1819,NA
951693635,4513467,3230,1819,NA
951693639,4513471,3231,1819,NA
951693662,4513494,3232,1819,NA
951693670,4513502,3233,1819,1010
951693674,4513506,3234,1819,NA
951693705,4513537,3235,1819,NA
951693707,4513539,3236,1819,NA
951693714,4513546,3237,1819,NA
951693718,4513550,3238,1819,NA
951693724,4513556,3239,1819,NA
951693745,4513577,3240,1819,NA
951693752,4513580,3241,1819,NA
951693828,4513645,3242,1819,NA
951693842,4513674,3243,1819,NA
951693873,4513705,3244,1819,NA
951693900,4513732,3245,1819,NA
951693904,4513736,3246,1819,NA
951693930,4513762,3247,1819,NA
951693978,4513810,3248,1819,NA
951694133,4513965,3249,1819,NA
951694170,4514002,3250,1819,NA
951694176,4514008,3251,1819,NA
951694184,4514016,3252,1819,NA
951694226,4514058,3253,1819,NA
951694266,4514098,3254,1819,NA
951694316,4514148,3255,1819,NA
951694324,4514156,3256,1819,NA
951694345,4514177,3257,1819,NA
951694389,4514222,3258,1819,1135
951694392,4514225,3259,1819,NA
951694409,4514244,3260,1819,NA
951694477,4514310,3261,1819,NA
951694493,4514326,3262,1819,NA
951694495,4514328,3263,1819,NA
951694508,4514341,3264,1819,299
951694549,4514382,3265,1819,NA
951694550,4514383,3266,1819,NA
951694574,4514407,3267,1819,NA
951694603,4514436,3268,1819,NA
951694625,4514458,3269,1819,NA
951694720,4514553,3270,1819,NA
951694748,4514581,3271,1819,NA
951694799,4514632,3272,1819,512
951694879,4514712,3273,1819,NA
951694912,4514745,3274,1819,NA
951694939,4514772,3275,1819,NA
951694977,4514810,3276,1819,NA
951694979,4514812,3277,1819,NA
951695004,4514837,3278,1819,NA
951695023,4514856,3279,1819,NA
951695027,4514860,3280,1819,NA
951695042,4514875,3281,1819,NA
951695094,4514927,3282,1819,NA
951695117,4514950,3283,1819,NA
951695166,4515031,3284,1819,NA
951695234,4515079,3285,1819,NA
951695266,4515097,3286,1819,NA
951695273,4515100,3287,1819,NA
951695299,4515119,3288,1819,NA
951695318,4515016,3289,1819,NA
951695345,4515178,3290,1819,NA
951695381,4515214,3291,1819,NA
951695382,4515215,3292,1819,NA
951695422,4515255,3293,1819,NA
951695441,4515274,3294,1819,NA
951695496,4515329,3295,1819,NA
951695635,4515468,3296,1819,NA
951695653,4515486,3297,1819,NA
951695713,4515546,3298,1819,NA
951695741,4515569,3299,1819,NA
951695743,4515570,3300,1819,NA
951695752,4515603,3301,1819,NA
951695778,4515588,3302,1819,NA
951695807,4515640,3303,1819,NA
951695837,4515670,3304,1819,NA
951695880,4515713,3305,1819,NA
951695902,4515735,3306,1819,NA
951695935,4515768,3307,1819,NA
951695938,4515771,3308,1819,NA
951696001,4515811,3309,1819,NA
951696083,4517497,3310,1819,NA
951696091,4517505,3311,1819,NA
951696093,4517507,3312,1819,NA
951696102,4517516,3313,1819,NA
951696111,4517525,3314,1819,NA
951696127,4517541,3315,1819,NA
951696129,4517543,3316,1819,NA
951696148,4517562,3317,1819,NA
951696151,4517565,3318,1819,NA
951696156,4517570,3319,1819,NA
951696162,4517576,3320,1819,NA
951696177,4517591,3321,1819,NA
951696179,4517593,3322,1819,NA
951696220,4517634,3323,1819,NA
951696225,4517639,3324,1819,NA
951696228,4517642,3325,1819,NA
951696229,4517643,3326,1819,NA
951696238,4517652,3327,1819,NA
951696350,4517764,3328,1819,NA
951696383,4517797,3329,1819,NA
951696422,4517863,3330,1819,NA
951696445,4517849,3331,1819,NA
951696533,4517947,3332,1819,NA
951696622,4518036,3333,1819,NA
951696694,4518108,3334,1819,NA
951696698,4518112,3335,1819,NA
951696704,4518118,3336,1819,NA
951696765,4518179,3337,1819,NA
951696827,4518241,3338,1819,NA
951696846,4518260,3339,1819,NA
951696879,4518293,3340,1819,NA
951696918,4518332,3341,1819,NA
951696924,4518338,3342,1819,NA
951696925,4518339,3343,1819,NA
951696928,4518439,3344,1819,NA
951696940,4518344,3345,1819,NA
951696943,4518362,3346,1819,NA
951696997,4518351,3347,1819,NA
951697021,4518383,3348,1819,NA
951697030,4518447,3349,1819,NA
951697036,4518453,3350,1819,NA
951697045,4518462,3351,1819,NA
951697089,4518506,3352,1819,NA
951697205,4518622,3353,1819,NA
951697275,4518693,3354,1819,NA
951697303,4518721,3355,1819,NA
951697314,4518732,3356,1819,NA
951697476,4518880,3357,1819,NA
951697564,4518984,3358,1819,NA
951697579,4518999,3359,1819,NA
951697581,4519001,3360,1819,1393
951697590,4519010,3361,1819,NA
951697610,4519030,3362,1819,NA
951697613,4519033,3363,1819,NA
951697636,4519056,3364,1819,NA
951697669,4519089,3365,1819,NA
951697706,4519140,3366,1819,NA
951697707,4519123,3367,1819,NA
951697712,4519125,3368,1819,NA
951697716,4519135,3369,1819,NA
951697727,4519148,3370,1819,NA
951697731,4519152,3371,1819,NA
951697745,4519166,3372,1819,NA
951697751,4519172,3373,1819,NA
951697780,4519201,3374,1819,NA
951697786,4519207,3375,1819,NA
951697816,4519237,3376,1819,NA
951697858,4519279,3377,1819,NA
951697871,4519292,3378,1819,NA
951697886,4519296,3379,1819,NA
951697893,4519300,3380,1819,1321
951697925,4519346,3381,1819,NA
951697946,4519367,3382,1819,NA
951697947,4519368,3383,1819,NA
951697957,4519378,3384,1819,248
951698001,4519422,3385,1819,NA
951698045,4519466,3386,1819,NA
951698050,4519471,3387,1819,NA
951698055,4519476,3388,1819,1059
951698056,4519477,3389,1819,NA
951698092,4519513,3390,1819,NA
951698145,4519566,3391,1819,NA
951698178,4519599,3392,1819,NA
951698215,4519636,3393,1819,NA
951698216,4519637,3394,1819,653
951698217,4519638,3395,1819,NA
951698242,4519663,3396,1819,NA
951698253,4519674,3397,1819,NA
951698341,4519736,3398,1819,582
951698349,4519762,3399,1819,NA
951698366,4519755,3400,1819,NA
951698368,4519754,3401,1819,NA
951698374,4519796,3402,1819,1033
951698376,4519798,3403,1819,NA
951698417,4519839,3404,1819,NA
951698420,4519842,3405,1819,NA
951698434,4519856,3406,1819,NA
951698512,4519934,3407,1819,NA
951698518,4519940,3408,1819,NA
951698557,4519979,3409,1819,NA
951698596,4520018,3410,1819,NA
951698651,4520073,3411,1819,NA
951698652,4520074,3412,1819,NA
951698676,4520098,3413,1819,99
951698700,4520122,3414,1819,NA
951698731,4520153,3415,1819,NA
951698733,4520155,3416,1819,NA
951698851,4520273,3417,1819,NA
951698855,4520277,3418,1819,NA
951698950,4520372,3419,1819,NA
951698965,4520387,3420,1819,NA
951698996,4520418,3421,1819,NA
951699026,4520448,3422,1819,NA
951699028,4520450,3423,1819,NA
951699029,4520451,3424,1819,NA
951699038,4520460,3425,1819,NA
951699234,4521250,3426,1819,NA
951699245,4521261,3427,1819,NA
951699546,4521583,3428,1819,NA
951699563,4521735,3429,1819,NA
951699600,4521772,3430,1819,NA
951699631,4521803,3431,1819,NA
951699664,4521836,3432,1819,894
951699680,4521852,3433,1819,NA
951699716,4521888,3434,1819,NA
951699836,4522008,3435,1819,NA
951699865,4522037,3436,1819,NA
951699878,4522050,3437,1819,NA
951699924,4522103,3438,1819,NA
951699941,4522201,3439,1819,NA
951700035,4522196,3440,1819,NA
951700044,4522210,3441,1819,NA
951700068,4522242,3442,1819,NA
951700117,4522299,3443,1819,NA
951700130,4522312,3444,1819,805
951700183,4522365,3445,1819,NA
951700206,4522388,3446,1819,NA
951700225,4522407,3447,1819,NA
951700245,4522427,3448,1819,NA
951700299,4522481,3449,1819,NA
951700367,4522549,3450,1819,NA
951700373,4522555,3451,1819,NA
951700419,4522601,3452,1819,NA
951700534,4522724,3453,1819,NA
951700636,4522959,3454,1819,NA
951700670,4523104,3455,1819,NA
951700674,4523108,3456,1819,NA
951700691,4523125,3457,1819,NA
951700706,4523140,3458,1819,NA
951700732,4523165,3459,1819,NA
951700771,4523308,3460,1819,NA
951700782,4523319,3461,1819,NA
951700787,4523324,3462,1819,NA
951700835,4523388,3463,1819,NA
951700865,4523420,3464,1819,NA
951700878,4523433,3465,1819,NA
951700888,4523443,3466,1819,NA
951700891,4523446,3467,1819,NA
951700955,4523714,3468,1819,NA
951701186,4523973,3469,1819,NA
951701195,4523982,3470,1819,NA
951701203,4523990,3471,1819,NA
951701263,4524207,3472,1819,250
951701271,4524215,3473,1819,NA
951701338,4524283,3474,1819,NA
951701369,4524316,3475,1819,NA
951701397,4524344,3476,1819,NA
951701401,4524348,3477,1819,NA
951701412,4524359,3478,1819,NA
951701430,4524377,3479,1819,756
951701433,4524380,3480,1819,NA
951701444,4524391,3481,1819,NA
951701499,4524459,3482,1819,NA
951701581,4524686,3483,1819,NA
951701621,4524726,3484,1819,NA
951701680,4524785,3485,1819,NA
951701682,4524787,3486,1819,NA
951701700,4524805,3487,1819,NA
951701717,4524822,3488,1819,NA
951701751,4524860,3489,1819,NA
951701756,4524865,3490,1819,NA
951701762,4524871,3491,1819,NA
951701784,4524897,3492,1819,NA
951701814,4524927,3493,1819,NA
951701824,4525112,3494,1819,NA
951701831,4525119,3495,1819,NA
951701864,4525152,3496,1819,NA
951701866,4525154,3497,1819,NA
951701882,4525170,3498,1819,706
951701889,4525177,3499,1819,NA
951701901,4525189,3500,1819,NA
951701997,4525272,3501,1819,NA
951702011,4525294,3502,1819,NA
951702045,4525337,3503,1819,NA
951702052,4525344,3504,1819,NA
951702072,4525369,3505,1819,776
951702096,4525761,3506,1819,NA
951702155,4525628,3507,1819,NA
951702167,4525640,3508,1819,NA
951702218,4525832,3509,1819,NA
951702261,4525741,3510,1819,1278
951702291,4525777,3511,1819,NA
951702313,4525804,3512,1819,NA
951702361,4525864,3513,1819,NA
951702362,4525865,3514,1819,NA
951702386,4525889,3515,1819,NA
951702397,4525900,3516,1819,NA
951702403,4525906,3517,1819,NA
951702405,4525908,3518,1819,NA
951702430,4525933,3519,1819,NA
951702657,4526388,3520,1819,NA
951702771,4526579,3521,1819,NA
951702884,4526694,3522,1819,NA
951702941,4526751,3523,1819,NA
951702944,4526754,3524,1819,NA
951703082,4526892,3525,1819,NA
951703092,4526902,3526,1819,NA
951703131,4526941,3527,1819,NA
951703169,4526979,3528,1819,NA
951703223,4527033,3529,1819,NA
951703340,4527150,3530,1819,NA
951703360,4527170,3531,1819,NA
951703375,4527185,3532,1819,NA
951703414,4527224,3533,1819,NA
951703495,4527305,3534,1819,NA
951703536,4527346,3535,1819,NA
951703546,4527356,3536,1819,NA
951703618,4527437,3537,1819,NA
951703623,4527442,3538,1819,NA
951703628,4527447,3539,1819,NA
951703734,4527549,3540,1819,NA
951703738,4527553,3541,1819,NA
951703780,4527595,3542,1819,NA
951703796,4527611,3543,1819,NA
951703832,4527647,3544,1819,496
951703929,4528018,3545,1819,NA
951704009,4528081,3546,1819,NA
951704091,4528179,3547,1819,NA
951704121,4528348,3548,1819,NA
951704140,4528441,3549,1819,NA
951704149,4528450,3550,1819,NA
951704154,4528455,3551,1819,1327
951704172,4528473,3552,1819,NA
951704177,4528478,3553,1819,NA
951704186,4528487,3554,1819,932
951704190,4528491,3555,1819,NA
951704197,4528498,3556,1819,NA
951704219,4528520,3557,1819,NA
951704240,4528728,3558,1819,NA
951704291,4528779,3559,1819,NA
951704296,4528784,3560,1819,NA
951704361,4528849,3561,1819,NA
951704365,4528853,3562,1819,NA
951704528,4529019,3563,1819,NA
951704540,4529031,3564,1819,NA
951704548,4529039,3565,1819,NA
951704597,4529088,3566,1819,NA
951704614,4529105,3567,1819,NA
951704636,4529127,3568,1819,NA
951704658,4529149,3569,1819,NA
951704659,4529150,3570,1819,NA
951704660,4529151,3571,1819,NA
951704666,4529157,3572,1819,NA
951704704,4529195,3573,1819,NA
951704720,4529211,3574,1819,NA
951704743,4529234,3575,1819,NA
951704922,4529420,3576,1819,NA
951704926,4529424,3577,1819,NA
951705017,4529885,3578,1819,NA
951705039,4529907,3579,1819,NA
951705051,4529919,3580,1819,NA
951705068,4529936,3581,1819,NA
951705098,4530045,3582,1819,NA
951705147,4530003,3583,1819,NA
951705169,4530027,3584,1819,NA
951705303,4530179,3585,1819,NA
951705328,4530451,3586,1819,NA
951705340,4530463,3587,1819,NA
951705352,4530475,3588,1819,NA
951705372,4530495,3589,1819,NA
951705376,4530499,3590,1819,NA
951705395,4530518,3591,1819,NA
951705396,4530519,3592,1819,NA
951705414,4530537,3593,1819,NA
951705458,4530581,3594,1819,NA
951705483,4530606,3595,1819,NA
951705508,4530631,3596,1819,NA
951705516,4530639,3597,1819,NA
951705539,4530662,3598,1819,NA
951705540,4530663,3599,1819,NA
951705555,4530678,3600,1819,NA
951705565,4530688,3601,1819,NA
951705587,4530710,3602,1819,NA
951705608,4530731,3603,1819,NA
951705609,4530732,3604,1819,NA
951705668,4530796,3605,1819,NA
951705702,4530830,3606,1819,NA
951705749,4530877,3607,1819,NA
951705754,4530882,3608,1819,NA
951705811,4530947,3609,1819,NA
951705833,4530969,3610,1819,NA
951705845,4530981,3611,1819,NA
951705866,4531246,3612,1819,NA
951705899,4531279,3613,1819,NA
951706053,4531434,3614,1819,NA
951706069,4531450,3615,1819,NA
951706070,4531451,3616,1819,NA
951706181,4531567,3617,1819,NA
951706265,4531651,3618,1819,NA
951706271,4531657,3619,1819,NA
951706272,4531658,3620,1819,NA
951706294,4531680,3621,1819,NA
951706303,4531689,3622,1819,NA
951706481,4531870,3623,1819,NA
951706487,4531876,3624,1819,NA
951706559,4532205,3625,1819,NA
951706666,4532313,3626,1819,NA
951706687,4532334,3627,1819,NA
951706690,4532337,3628,1819,NA
951706715,4532362,3629,1819,NA
951706821,4532468,3630,1819,NA
951706836,4532483,3631,1819,NA
951706843,4532490,3632,1819,NA
951706849,4532496,3633,1819,NA
951706889,4532536,3634,1819,NA
951706924,4532571,3635,1819,NA
951706943,4532590,3636,1819,NA
951707046,4532697,3637,1819,NA
951707273,4532924,3638,1819,NA
951707312,4532963,3639,1819,NA
951707323,4533517,3640,1819,NA
951707371,4533568,3641,1819,NA
951707375,4533572,3642,1819,NA
951707413,4533610,3643,1819,NA
951707447,4533644,3644,1819,NA
951707453,4533650,3645,1819,NA
951707464,4533662,3646,1819,NA
951707487,4533684,3647,1819,NA
951707498,4533695,3648,1819,NA
951707506,4533705,3649,1819,NA
951707529,4533848,3650,1819,NA
951707599,4533918,3651,1819,NA
951707611,4533928,3652,1819,NA
951707630,4533949,3653,1819,NA
951707665,4533984,3654,1819,NA
951707671,4533990,3655,1819,NA
951707739,4534055,3656,1819,NA
951707748,4534063,3657,1819,274
951707749,4534064,3658,1819,NA
951707821,4534148,3659,1819,NA
951707924,4534560,3660,1819,NA
951707965,4534601,3661,1819,NA
951708015,4534651,3662,1819,NA
951708041,4534677,3663,1819,NA
951708076,4534712,3664,1819,NA
951708088,4534724,3665,1819,NA
951708120,4534756,3666,1819,NA
951708181,4534817,3667,1819,NA
951708215,4534855,3668,1819,NA
951708221,4534861,3669,1819,NA
951708284,4534924,3670,1819,NA
951708287,4534927,3671,1819,NA
951708305,4534945,3672,1819,NA
951708426,4535066,3673,1819,NA
951708455,4535095,3674,1819,NA
951708511,4535151,3675,1819,NA
951708547,4535400,3676,1819,NA
951708569,4535422,3677,1819,NA
951708572,4535425,3678,1819,NA
951708621,4535492,3679,1819,NA
951708627,4535498,3680,1819,NA
951708629,4535462,3681,1819,NA
951708652,4535506,3682,1819,NA
951708858,4535723,3683,1819,NA
951708867,4535732,3684,1819,NA
951708869,4535734,3685,1819,NA
951708945,4535796,3686,1819,NA
951708950,4535920,3687,1819,NA
951709027,4536001,3688,1819,NA
951709084,4536064,3689,1819,862
951709162,4536318,3690,1819,NA
951709273,4536429,3691,1819,NA
951709413,4536572,3692,1819,NA
951709437,4536602,3693,1819,NA
951709464,4536629,3694,1819,NA
951709490,4537060,3695,1819,NA
951709497,4537067,3696,1819,NA
951709499,4537069,3697,1819,NA
951709522,4537092,3698,1819,NA
951709524,4537094,3699,1819,NA
951709700,4538079,3700,1819,679
951709743,4537452,3701,1819,909
951709759,4537468,3702,1819,NA
951709831,4537540,3703,1819,NA
951709833,4537542,3704,1819,NA
951709841,4537550,3705,1819,NA
951709869,4537578,3706,1819,NA
951709870,4537579,3707,1819,NA
951709882,4537591,3708,1819,NA
951709895,4537604,3709,1819,NA
951709915,4537624,3710,1819,NA
951709940,4537650,3711,1819,NA
951709949,4537659,3712,1819,NA
951709959,4537669,3713,1819,NA
951709961,4537671,3714,1819,NA
951709962,4537672,3715,1819,NA
951709965,4537675,3716,1819,NA
951709978,4537688,3717,1819,NA
951710040,4537750,3718,1819,NA
951710053,4537763,3719,1819,NA
951710069,4537957,3720,1819,NA
951710142,4538030,3721,1819,NA
951710279,4538202,3722,1819,NA
951710337,4538267,3723,1819,NA
951710404,4538304,3724,1819,NA
951710414,4538315,3725,1819,NA
951710435,4538337,3726,1819,NA
951710465,4538370,3727,1819,NA
951710486,4538398,3728,1819,NA
951710605,4538720,3729,1819,NA
951710630,4538745,3730,1819,365
951710631,4538746,3731,1819,NA
951710645,4538760,3732,1819,NA
951710651,4538766,3733,1819,584
951710659,4538774,3734,1819,NA
951710661,4538776,3735,1819,NA
951710681,4538796,3736,1819,NA
951710698,4538813,3737,1819,NA
951710734,4539095,3738,1819,NA
951710743,4539104,3739,1819,NA
951710762,4539123,3740,1819,NA
951710769,4539130,3741,1819,NA
951710782,4539143,3742,1819,NA
951710805,4539166,3743,1819,NA
951711002,4539363,3744,1819,NA
951711020,4539381,3745,1819,NA
951711025,4539386,3746,1819,NA
951711065,4539426,3747,1819,NA
951711067,4539428,3748,1819,NA
951711172,4539541,3749,1819,NA
951711173,4539542,3750,1819,NA
951711184,4539553,3751,1819,NA
951711187,4539556,3752,1819,NA
951711500,4540318,3753,1819,NA
951711537,4540355,3754,1819,NA
951711546,4540364,3755,1819,53
951711550,4540368,3756,1819,NA
951711585,4540501,3757,1819,NA
951711592,4540508,3758,1819,NA
951711659,4540576,3759,1819,NA
951711667,4540584,3760,1819,NA
951711675,4540592,3761,1819,NA
951711722,4540639,3762,1819,NA
951711756,4540673,3763,1819,NA
951711831,4540748,3764,1819,NA
951711875,4540792,3765,1819,NA
951711957,4540875,3766,1819,NA
951712116,4541030,3767,1819,NA
951712125,4541047,3768,1819,NA
951712137,4541292,3769,1819,130
951712143,4541298,3770,1819,NA
951712181,4541336,3771,1819,NA
951712201,4541356,3772,1819,NA
951712202,4541357,3773,1819,NA
951712239,4541394,3774,1819,NA
951712243,4541398,3775,1819,NA
951712323,4541628,3776,1819,NA
951712324,4541629,3777,1819,NA
951712326,4541631,3778,1819,NA
951712432,4541765,3779,1819,NA
951712511,4541844,3780,1819,NA
951712537,4541870,3781,1819,NA
951712553,4541886,3782,1819,NA
951712569,4542218,3783,1819,NA
951712585,4542234,3784,1819,NA
951712595,4542318,3785,1819,NA
951712631,4542354,3786,1819,NA
951712657,4542380,3787,1819,NA
951712666,4542389,3788,1819,NA
951712739,4542462,3789,1819,NA
951712795,4542522,3790,1819,NA
951712858,4542798,3791,1819,NA
951712867,4542807,3792,1819,NA
951712961,4542901,3793,1819,NA
951712966,4542906,3794,1819,NA
951712982,4542922,3795,1819,NA
951713005,4542945,3796,1819,NA
951713108,4543048,3797,1819,NA
951713234,4543175,3798,1819,NA
951713245,4543383,3799,1819,NA
951713295,4543421,3800,1819,NA
951713311,4543442,3801,1819,1184
951713331,4543462,3802,1819,NA
951713335,4543467,3803,1819,NA
951713340,4543475,3804,1819,NA
951713377,4543516,3805,1819,NA
951713398,4543537,3806,1819,NA
951713454,4543720,3807,1819,NA
951713571,4543841,3808,1819,NA
951713620,4543890,3809,1819,NA
951713624,4543894,3810,1819,NA
951713719,4543990,3811,1819,NA
951713733,4544004,3812,1819,NA
951713750,4544021,3813,1819,NA
951713755,4544026,3814,1819,NA
951713756,4544027,3815,1819,NA
951713757,4544028,3816,1819,667
951713770,4544041,3817,1819,NA
951713771,4544042,3818,1819,NA
951713798,4544069,3819,1819,NA
951713800,4544071,3820,1819,1063
951713811,4544082,3821,1819,NA
951713847,4544730,3822,1819,NA
951713849,4544732,3823,1819,NA
951713864,4544747,3824,1819,NA
951713868,4544751,3825,1819,NA
951713886,4544769,3826,1819,NA
951713897,4544780,3827,1819,NA
951713903,4544786,3828,1819,NA
951713918,4544801,3829,1819,NA
951713921,4544804,3830,1819,NA
951714104,4545164,3831,1819,NA
951714197,4545257,3832,1819,NA
951714226,4545289,3833,1819,NA
951714240,4545493,3834,1819,NA
951714244,4545497,3835,1819,NA
951714285,4545538,3836,1819,NA
951714293,4545546,3837,1819,NA
951714301,4545554,3838,1819,989
951714311,4545564,3839,1819,NA
951714412,4545665,3840,1819,NA
951714416,4545669,3841,1819,NA
951714417,4545670,3842,1819,NA
951714422,4545675,3843,1819,NA
951714522,4546139,3844,1819,NA
951714625,4546242,3845,1819,NA
951714677,4546294,3846,1819,NA
951714688,4546305,3847,1819,NA
951714839,4547307,3848,1819,NA
951714842,4547310,3849,1819,NA
951714916,4547384,3850,1819,NA
951714930,4547398,3851,1819,NA
951714997,4547465,3852,1819,NA
951715057,4547525,3853,1819,NA
951715115,4547583,3854,1819,NA
951715171,4547639,3855,1819,NA
951715278,4547746,3856,1819,NA
951715321,4547789,3857,1819,NA
951715322,4547790,3858,1819,NA
951715337,4547805,3859,1819,NA
951715354,4548109,3860,1819,NA
951715363,4548118,3861,1819,NA
951715434,4548189,3862,1819,NA
951715503,4548258,3863,1819,NA
951715582,4548343,3864,1819,NA
951715597,4548358,3865,1819,NA
951715607,4548368,3866,1819,NA
951715611,4548372,3867,1819,NA
951715627,4548388,3868,1819,NA
951715633,4548394,3869,1819,NA
951715649,4548410,3870,1819,NA
951715687,4548448,3871,1819,NA
951715697,4548458,3872,1819,NA
951715746,4549084,3873,1819,NA
951715774,4549124,3874,1819,NA
951715783,4549142,3875,1819,NA
951715799,4549158,3876,1819,NA
951715847,4549207,3877,1819,NA
951715850,4549210,3878,1819,NA
951715856,4549216,3879,1819,NA
951715874,4549239,3880,1819,NA
951715992,4549362,3881,1819,NA
951715993,4549363,3882,1819,NA
951716016,4549386,3883,1819,1408
951716018,4549388,3884,1819,NA
951716021,4549391,3885,1819,NA
951716042,4549632,3886,1819,1231
951716068,4549658,3887,1819,NA
951716090,4549680,3888,1819,NA
951716098,4549688,3889,1819,NA
951716108,4549698,3890,1819,NA
951716109,4549699,3891,1819,NA
951716117,4549707,3892,1819,NA
951716153,4549744,3893,1819,NA
951716166,4549757,3894,1819,NA
951716215,4549811,3895,1819,NA
951716234,4549830,3896,1819,NA
951716436,4550770,3897,1819,NA
951716442,4550776,3898,1819,NA
951716510,4550848,3899,1819,NA
951716541,4550880,3900,1819,NA
951716543,4550882,3901,1819,NA
951716545,4550884,3902,1819,NA
951716554,4550893,3903,1819,NA
951716593,4551085,3904,1819,NA
951716668,4551160,3905,1819,NA
951716682,4551174,3906,1819,NA
951716731,4551223,3907,1819,NA
951716780,4551272,3908,1819,NA
951716789,4551285,3909,1819,NA
951716947,4551770,3910,1819,NA
951716990,4551813,3911,1819,NA
951717006,4551829,3912,1819,NA
951717248,4552076,3913,1819,NA
951717287,4552115,3914,1819,NA
951717322,4552150,3915,1819,NA
951717369,4552197,3916,1819,NA
951717374,4552202,3917,1819,NA
951717382,4552214,3918,1819,NA
951717398,4552230,3919,1819,NA
951717409,4552241,3920,1819,NA
951717410,4552242,3921,1819,NA
951717412,4552244,3922,1819,NA
951717414,4552246,3923,1819,NA
951717415,4552247,3924,1819,NA
951717433,4552681,3925,1819,NA
951717439,4552687,3926,1819,914
951717447,4552695,3927,1819,NA
951717464,4552712,3928,1819,NA
951717470,4552718,3929,1819,NA
951717480,4552728,3930,1819,137
